Numéro,Artiste,Paroles
88,poopy,"Ny teny atsipinao
Izay niniako tsy ho re
Toa tsapako eto anio ny fahamarinany
Ny tolotolotrao
Tsy nahataitra hatramin’izay
Dia fantatro eto anio ny lanjany

Hatramin’izay
Tsy nisy naha-rototra ahy
Satria ianao teo foana teo anilako
Nihevitra aho fa
Na inona fitrangany eo
Ianao efa napetraka ho ahy

Nefa izao toa tampoka foana
Nilaozanao aho tsy ankiteny
Mipenipenina ny foko irery
Fa tsy ianao vao fantany fa ilainy

O! ny fisianao
Tsy nohalaliniko hatrizay
Satria nataoko ho efa izay ny làlana
Ny mety ho hevitrao
Tsy noheveriko satria
Jambenan’ny fitiavan-tenako aho

Ka mamelà ahy
Raha misy fihetsiko indraindray
Nampisy alahelo ao am-ponao ao
Mamela ahy
Henoy na tsy mendrika
F’izaho tsy feno raha tsy eo ianao        --------"
89,poopy,"Neny a, tonga eto an-tany
Ilay ela nandrasana
Ilay tao an-kibonao
Toa ela izay
Neny, mba jereo
Ireto maso mijery anao
Manankina aminao ny ho aviny

Karakarao tsara re ny zanakao
Raha vao teraka
Omeo nono izy ahafahany mitombo tsara
Tsy ho reraka
Io ihany no hery lehibe
Omeo ahasalama azy re
Ampy azy, hialoha azy hatramin’ny faha-enimbolany

Neny a, mba jereo
Ny tànany toa mamikitra
Mamihina mafy anao
Fa tiany ianao
Neny, aza adinonao
Fa ny tontolon’ny fiainany
Miankina aminao izao kely izao

""Ry neny, omeo porofom-pitiavana ny zanakao
Omeo nono izy""

Source: http://www.multimania.com/schmilblik/tena-nam.html#1        --------"
90,poopy,"Androany aloha manome toky ianao
Nomenao fitiavana aho
Natolotrao ny fonao
Ny nofy sy ny tsiambaratelo koa
Izaho irery no tianao
Nefa manahy ihany aho
Rahampitso ve mbola ho tia ahy ianao?

REF         Fa raha sanatria ka nofy izao rehetra izao
               Avelao izy hitohy mbola iarahako aminao
               Mitalaho an-tana-droa raha azo atao
               Avelao aloha hanonofy farany aho

Azoko atao ve ny ahatoky anao
Sao sanatria ka kilalao
Ny sangy mahery nataonao
Ho torotoro izany foko mitalaho
Lazao re raha sitrakao
Raha tena tia tokoa ianao
Fa na ny ampitso aza mbola ho toy ny anio

(Njila)        --------"
91,poopy,"Samy tsara resaka ny etsy sy eroa
Samy te ho zavatra tsy manam-paharoa
Manambitamby ary ny mambabo fo
Hainy tsara, hainy tokoa
Hainy ny mandambolambo, 
Hainy ny miteny 
Raha tsy mahalala ianao 
Dia voan’ny hafetseny
Avy eo imaso izy tsara fanekena
Avy eo ivoho, ratsy fiteny

Aminay, aminay aty 
Tsy ny resaka no atao be
Ny atao, ny atao no hita
Io no atao tsara, 
Izay no izy ! 

Tsy mba ho be resaka 
Ary tsy ho be kabary
F’aleo manankim-piainana
Amin-janahary
Tsy fahalemena ny tsy fitenenana
Tsy mitovy fiheverana

Samy tsara resaka ny etsy sy eroa
Samy te ho zavatra tsy manam-paharoa
Manambitamby ary ny mambabo fo
Hainy tsara, hainy tokoa

Aminay, aminay aty 
Tsy ny resaka no atao be
Ny atao, ny atao no hita
Io no atao tsara, 
Izay no izy !        --------"
92,poopy,"ANDAO HANDIHY

Falifaly ny aty
Falifaly tokoa
Ireo tanora mandihy
Fenofeno ny fo
Ravoravo izay tsy izy
Jejojeo sy sahy
Na lehibe na ankizy
Ireo izay tia manaraha

Hasakasakareo izay efa leo
Ny tsy hampiseho 
ny hafaliana ao am-ponareo
Ilay fo tanora entinay
Tsy ho avelanay
Hangatsiaka sy hangahiahy

POOPY        --------"
93,poopy,"Sadaikatra aho 
Vahobahotra
Tsy sahy milaza aminao 
Izay tian’ny foko ambara 
Resin’ny fahazavanao 
Ny teny izay tiako hatao

Toa saikatra aho sahirana
Satria avy dia fantatrao 
ny ao an-tsaiko ao
Ka tsiky no nasetrinao namalinao 
Ny teny izay tiako atao

Ref: Raha namaly ahy ianao
     Toa tsy hilaza fa hoe 
     Toa zokiko ny fonao
     Raha itantarako ny zavatra manjo ahy
     Matetika mikapoka ny foko 
     Raha nisy tsy nety 
     Tsapako sy fantatro ianao
     Fa sahy milaza izahy tiako atao
     Any misy toerana ho anao, 
     Efa voalamina 
     Ary natokako ho anao        --------"
94,poopy,"Sambatra ianao manome izay tsy manana
Sambatra ianao mahafoy ho an’ny tsy manana
Eny sambatra ianao mahay manome avy amin’ny fo madio
Tsy mba ao anatin’ny sainao
Ny hitana soa irery ho anao

Sambatra ianao tsy anisan’ireo tia tena
Sambatra ianao manampy izay mivena
Tena sambatra ianao fa ao aminao ny toetra tsara indrindra 
Maniry ho toa anao ny maro aminay
Kanefa tsy tafita
          Ref/Izay omenao sy ampianao ho faly
               Fa toa mihamaivana ny jaly
               Ny endriny miramirana dia ampy hahafaly anao
               Fa aminao ny tena fahasambarana
               Dia ny manome mizara izay hananana
               Vitsy ny toa anao mahay manome am-pitiavana 
Sambatra ianao mahay manetry tena
Sambatra ianao hanjakan’ny fandeferana
Tena sambatra ianao fa ao aminao ny toetra tsara indrindra
Maniry ho toa anao ny maro aminay
Kanefa tsy tafita
Izay omenao sy ampianao ho faly
Fa toa mihamaivana ny jaly
Nefa ampianao ny tsiky asetrin’izany
       Aminao ny tena fahasambarana
       Dia ny manome mizara izay hananana
       Ny endriny miramirana no valisoa lehibe indrindra  ho anao
Izay omenao sy ampianao faly
Fa toa mihamaivana ny jaly
Eny sambatra ianao mahay manome am-pitiavana!        --------"
95,poopy,"Tiako ho izaho, izaho irery
No ho ao antsainao
Tsy hisy olon-kafa na iza na iza
Hibahana azy
Fa izaho irery ihany no tianao

Tiako ho izaho, izaho irery
No ho hitanao amin’ny masonao
Tsy hijery olon-kafa na iza na iza
Eo anoloanao
Fa izaho irery no banjininao

Saro-piaro aho
Ny amin’izay jerenao
Saro-piaro aho 
Ny amin’izay momba anao
Tiako hijanona ho ahy irery ianao
Izany ve no adalam-pitia

Tiako ho izaho, izaho irery
No ho ao anatin’ny nofinao
Tsy hisy olon-kafa na iza na iza
No anton’izany
Izaho irery no manjaka ao am-ponao

Saro-piaro...

Ka ny tsikinao
Tiako ho ahy irery
Raha hijaly ianao
Dia ho noho izaho
Izaho no ho antom-piainanao
Tiako ho feno ahy irery 
Ny sainao, ny fonao, ny fanahy

Saro-piaro...

Izany ve no adalam-pitia (in-2)        --------"
96,poopy,"Efa ela ihany izay
Ny fotoana niarahana
Nifanaiky izaho sy ianao
Tsy hisy ny fisarahana
Dia nivolana ny ho doria
Nanome toky hifankatia
Ho toy ny lamban’akoho ny fiarahana
Faty no hisarahana

Dia samy novolavolain’ny fiainana teny isika
Dia samy nandalo sedra niharitra ny mafy
Asa raha ny aminao, fa mbola manantena aho
Ho matotra, ho mafy ny fatotra

Taty aoriana indray
Nisy kapoka nahamay
Nisetrasetra ianao
Mba nianjona koa aho
Ka ny tady nihenjana
Ts’isy nety niresaka
Dia navalona teo ilay ho doria
Nolotoina ilay fitia

Dia samy novolavolain’ny fiainana teny isika
Dia samy nandalo sedra nizaka fijaliana
Tsy resy anefa aho, mbola mijoro koa ianao
Samy vonon-kisedra ny ho avy hiseho indray

Tsy resy anefa aho, asa raha mbola hijoro ianao
Samy vonon-kisedra ny ho avy hiseho indray.



Source: http://www.multimania.com/schmilblik/fitia.html        --------"
97,poopy,"There’s a sadness i feel in the depth of my soul
A truth I cannot hide
Although we are together we seem so apart
Where do we go from here
If you would only stop being my master and lord
And see me for what I am
You would see the real person living inside
The one I know as me

Real emotion we can reach out to
When life puts us down
Best intentions without real emotion
Is something that cannot be
Oh, ouh! I’ve got a love we both could have
If you give me (place) (space) to be
The best intentions you see without real emotion
Is something that cannot be
Just shine on me

http://www.multimania.com/schmilblik/malagasyrainb.html        --------"
98,poopy,"Fatratra mahafinaritra
Lafatra fa maharitra
Ny andro mirotsaka
Masoandro miposaka
Mikalo ny vorona
Mba faly re olona
Dia maro ny kintana
Ka samy mamiratra
Mazava ny volana
Mba faly ianareo olona

Ireo no zavaboahary
Nomen’ilay Nahary
Mba hiadananao
Ah, an, ah
Fa soa nomena anao
Tiavo sy hajao
Ireo no harenanao



http://www.multimania.com/schmilblik/malagasyrainb.html        --------"
99,poopy,"Toa tsy nanontany sady tsy niera akory izato ianao
Eny tonga avy hatrany naka toerana nitoetra niorim-paka teo
Dia niova ny fijery lasa teo ambeti-teny ny anaranao
Voabahanao ny fo nanjakanao koa ny loha dia niaiky aho
Iza moa no hanam-po ny tantarantsika roa tsy haharitra
Fa raha fantatra  mialoha dia naleoko ihany aloha marimaritra
Tsy nihevitra ny hoe ho zary nofy ihany anie izato ianao
Ka tsy hitoetra fa handeha mbola handia lalan-davitra be

Tahak’izay aho tamin’iny tsy nibanjjina nijery ny masonao
Tahak’izay aho mba nivily 
Tsy nandray ny tananao hamihina ahy
Raha tsy izany rehetra izany 
Dia ho foana ny fotoana niresahantsika roa 
Dia tsy ho revo anao saingy indrisy hoy aho
Tsy afaka hiverin-dalana aho

Toa tsy nisy teny tsisy fanazavana fa lasa ianao
Lasa toa nirenireny tsy nitombona taraina ny fanahiko
Dia ny nenina no sisa averimberina alin-kisa tsy hita ianao
Manontany tena ihany fa nahoana no iafarany no toy izao
Nisy ve ny hadisoako no toa lasa an-tsokosoko nandao ianao
Fa voaratranao ny foko feno sento sy toloko marary aho
Mitaraina koa ny sainavalabalaka ny aina nilaozanao
Saingy mitohy ny fiainana tsy afaka mijanona hiandry anao

Poopy
Compositeur: Naivo        --------"
100,poopy,"Apetrako eo an-tananao
Ary ombay ny hatsarànao
Andriamanitra o mba tahio,
Sombinaiko io

Zaho mba toroy sy ampahalalao,
Hahay hitondra ilay nomenao,
Ampio hahay hitarika io
Sombinaiko io.

Na ho maro eny, ny mafy holalovany,
Ampy ho ahy ny teny fa ianao momba ny diany

     Ny tena iangaviako anao
     Ho eo ambany tantananao
     Omeo fo sy saina madio
     Sombinaiko io.

     Ka raha sanatria mandao
     Minia miala ny lalanao
     Andriamanitra o ahitsio
     Sombinaiko io.

     Fa tsy misy tsara toa ny manana anao
     Fa manana anjara amin’ny fiarovanao

Ny tena iangaviako anao...        --------"
101,poopy,"Tsy hisahirana aho
Ny hieritreritra anao
Tsy ho sasatra intsony aho
Hanoratra ho anao
Tsy hitaintaina intsony aho
Na lavitra aza ianao
Tsy hivezivezy intsony aho
Hitady anao
Ianao ve no niha-matotra
Sa izaho no miha-mahatoky
Sa misy antony hafa mahatonga izao?

Toa inona moa isika roa taloha
Ny ratsy lasa aza avela hifoha
Hanelingelina indray
Na samy mbola zaza aza isika taloha
Ny tsara andao haverina hampifoha
Ilay hafanana taloha

Tsy ho hadino ny taloha
Tsy hatao ho lasa nenina
Ny tantaratsika mbola hitohy


Source: http://www.multimania.com/schmilblik/tena-nam.html#1        --------"
102,poopy,"Malomaloka toa maina molotra sy trotroka
Manontany tena farany hoe misy ve
Izao Ray antsoiny izao

Toa valabalaka tsy misy atokona fa sasatra
Mieritreritra mangina ihany hoe misy ve
Izao rariny andrasany izao

Aiza ianao ry Ray? Fa tsapany lavitra

Erikerika manjombon-dava re ny androny
Fa ny valim-piharetany toa mbola aizina ka
Dify foana ny masoandrony

Ireo mba namana tsy afa-manoatra fa tsy manana
Mila ho azon’ny fakam-panahy handà izay manjo
Soa fa mahery ianao ry Ray tsitoha

Toa mangina ianao ry Ray ô, mba henoy

Ifonany aminao ny rediredy tsy tsaroany
Fa mafaitra loatra izao ry Ray ô
Tsy telina ka tonga miantso anao anio
Fa mahatoky anao, ry ray ô, mba hiantrao

Raha fitsapana izao ekeny raha avy aminao
Fa ianao anie no efa nametrahany
Ny androm-piainany efa nankininy aminao
Eny mahatoky izy f’ianao mitantana

Izy mahatoky anie
ny fandresen’ny herinao lehibe.


http://www.multimania.com/schmilblik/malagasyrainb.html        --------"
103,poopy,"Io no gasikara tsy atakalonay
Efa io no anjara efa io no lovanay
Tsy ilaozana ela fa tanindrazana
Ary tsy avela ho tany ngazana

Androy any, misy ny aloalo
Ny toerana any dia midadasika
Tsy misy rano fa mosarena any
Tsy mampaninona

Andrefana any andro mafana lava
Ka lambahoany no isalorana
Mavana mainto ala sy ravinala
Any atsinanana

Korana lava ny tsena ao Iarivo
Maro ny lapa azo tsidihina
Mahantamana ny moron-dranomasina
Any an-tseranana


http://www.multimania.com/schmilblik/malagasyrainb.html        --------"
104,poopy,Teach me to love        --------
105,poopy,"Tsy ho be filaza aho f’aleo ny tantara no hitsara,
Tsy hiteny lava aho fa izay ataoko ho hitanao.
Betsaka ny teny fa ny tokana ambarako;
Ireny vita ireny sy ny mbola ho avy ihany koa.

Be ny efa vita mbola maro koa ny azo atao,
Ndao hiara-mita fa izaho ho toky ho andrinao.
Ka raha mbola nisy zavatra tsy mety ka natao,
Tsy ho be fa vitsy satria efa mba niezaka aho.

Ref  Ny toky omeko anao tsy ho poak’aty,
     F’izaho ho namanao foana mandra-maty.
     Amin’ny andro sarotra aho dia ho hitanao eo
     Anilanao tsy mba mandao
     Fa namanao.

Tsy mb’izaho mihitsy no handeha hivadika aminao.
Izaho tsy hitsitsy raha mbola misy azo atao.
Ts’izaho velively no haka izay ampelantananao,
Na koa hiteny hanaratsy indray ny fiainanao

Ref...

Tsy izaho mihitsy no hivadika
Tsy izaho no handroba anao
F’izaho ilay tena namanao
tsy mba mandao anao

Ref...        --------"
106,poopy,"Izaho tsy manahy 
Tsy maninona raha sanatria aza ianao 
Tsy hitoetra irery ho ahy
Izaho tsy manahy
Efa fantatrao fa n’inon’inona atao
Ny foko efa tia anao

Fa raha toa moa ianao
Mbola te hilalao
Dia tsy hisakana aho
Ny ao am-poko efa matoky
Fa na mbola ilaozanao 
Na koa ho raisinao 
Ilay ao am-poko ao
Mionona ka efa tony

Ka izaho tsy manahy
Na tsia aho ahy aza ianao
Fa ataoko ampy ahy ny foko efa tia anao
Izaho tsy manahy
Fa mbola hanome
Tsy mila tambiny ny ahy f’izany no tena tia

Tsy mila tambiny nomeko anao
Tsy mila sitraka aho avy aminao
Faly ny foko afaka manome
Raha mila tambitamby ny fonao 
Zaho mila manome izay tianao
Faly ny foko afaka manome

Ammbarao anay e!
Tsy manahy fa hanome.
  (1994)        --------"
107,poopy,"Izaho tsy manahy 
Tsy maninona raha sanatria aza ianao 
Tsy hitoetra irery ho ahy
Izaho tsy manahy
Efa fantatrao fa n’inon’inona atao
Ny foko efa tia anao

Fa raha toa moa ianao
Mbola te hilalao
Dia tsy hisakana aho
Ny ao am-poko efa matoky
Fa na mbola ilaozanao 
Na koa ho raisinao 
Ilay ao am-poko ao
Mionona ka efa tony

Ka izaho tsy manahy
Na tsia aho ahy aza ianao
Fa ataoko ampy ahy ny foko efa tia anao
Izaho tsy manahy
Fa mbola hanome
Tsy mila tambiny ny ahy f’izany no tena tia

Tsy mila tambiny nomeko anao
Tsy mila sitraka aho avy aminao
Faly ny foko afaka manome
Raha mila tambitamby ny fonao 
Zaho mila manome izay tianao
Faly ny foko afaka manome

Ammbarao anay e!
Tsy manahy fa hanome.
  (1994)        --------"
108,poopy,"Toa tsy mahagaga
Ny toetranao efa malaza fa
Mora tia vao, avy eo mora lao
Toa tsy mahataitra
Ny fombanao na dia tsy laitra
Fa andrakandramanao izao rehetra izao

Toa mora adino, mora lefy avokoa
Toa haitraitra ihany fa tsy matotra ity fo

F’izany tsy mahasakana ahy
Ny mbola ho tia anao
Fa raha ny momba ahy dia
Efa matotra, raha ny fitiavako anao
Zany angamba no antony
Mahatonga anao tsy ahafoy ahy
Indraindray variana
Raha iny ianao ka manakiana ahy
Tsy ahitako izay rariny ny ambaranao
Indraindray anefa
Ianao ilay noheveriko efa nilefa tany
Indro niverina indray
Toa tsy mahasaraka ahy
Fa haitraitra ihany mora lefy avokoa
Fantatrao ihany ny mampilamina ny fo

(k’izany no tsy mahasakana ahy…)
Marina fa tsy misy ny lafatra
Mbola eto ihany aho miandry
Miandry anao

Saingy  tsy hita aho
Noho ny hambom-ponao
Fa toa resy hoy ianao
Rah ho ahy irery ianao

(k’izany no tsy mahasakana ahy…)

Mbola inty eto ihany
Ka mananatena sy miandry hatrany
Hiova ho Hendry ianao
Ho fitia, vaovao

Auteur : Poopy
Compositeur : Naivo        --------"
